"notes","hqCity","keywords","hqCountry","hqProvince","qualityFlags","sourceOrigin","sourceUrl","themes","primaryTheme","confidenceScore","seedBatchId","hqRegion","industrySectorsDerivedReasons","sectorSynonymsUsed","geoScope","lastVerifiedAt","website","entityType","synonyms","themeConfidence","industryLabel","tags","industrySectors","domain","name","normalizedName","id","created_date","updated_date","created_by_id","created_by","is_sample"
"Plateforme de streaming dédiée aux jeux vidéo indépendants et événements esports.","Montréal","[]","CA","QC","[]","IMPORT","https://substreamgaming.ca","[""Streaming"", ""Jeux Vidéo""]","Streaming","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://substreamgaming.ca","company","[]","0.75","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","substreamgaming.ca","Substream Gaming Platform","substream gaming platform","8599addf711c40c6a2e61ba2","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise de localisation multilingue spécialisée pour l’industrie des jeux vidéo.","Montréal","[]","CA","QC","[]","IMPORT","https://quantumleaploc.com","[""Localisation"", ""Jeux Vidéo""]","Localisation","70","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://quantumleaploc.com","company","[]","0.7","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","quantumleaploc.com","Quantum Leap Localization","quantum leap localization","5c129bbf0e6643dd93947bb0","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Organisation à but non lucratif promouvant l’esports amateur et professionnel au Québec.","Montréal","[]","CA","QC","[]","IMPORT","https://nebulaesports.org","[""Esports"", ""Organisation""]","Esports","70","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://nebulaesports.org","organization","[]","0.7","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","nebulaesports.org","Nebula Esports Association","nebula esports association","8f7e025128ed453a98ce1ea4","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indépendant créant des jeux d'action et RPG avec une touche artistique unique.","Montréal","[]","CA","QC","[]","IMPORT","https://bluearcadeinteractive.ca","[""Jeux Vidéo"", ""Indie Games""]","Jeux Vidéo","72","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://bluearcadeinteractive.ca","company","[]","0.72","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","bluearcadeinteractive.ca","BlueArcade Interactive","bluearcade interactive","6aa551b4623f414aa69c842c","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de middleware de moteur de jeu optimisé pour la VR et le ray tracing.","Montréal","[]","CA","QC","[]","IMPORT","https://spectramoteur.com","[""Middleware"", ""Moteur de Jeu""]","Moteur de Jeu","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://spectramoteur.com","company","[]","0.85","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","spectramoteur.com","SpectraMoteur","spectramoteur","905c9ffb3b0945cea6a6ea93","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup innovante développant des jeux en réalité virtuelle et réseaux interactifs en ligne.","Montréal","[]","CA","QC","[]","IMPORT","https://hypergrident.com","[""Jeux Vidéo"", ""Réalité Virtuelle""]","Jeux Vidéo","77","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://hypergrident.com","company","[]","0.77","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","hypergrident.com","HyperGrid Entertainment","hypergrid entertainment","62208c86f60b46c0a65b60b3","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio spécialisé en animation 3D et effets visuels pour jeux vidéo et médias numériques.","Québec","[]","CA","QC","[]","IMPORT","https://lumierestudios.ca","[""Animation 3D"", ""VFX""]","Animation 3D","75","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://lumierestudios.ca","company","[]","0.75","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","lumierestudios.ca","Lumière Studios","lumiere studios","dde71939fcb3439c937cd197","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio VR développant des expériences immersives et interactives pour le divertissement numérique.","Montréal","[]","CA","QC","[]","IMPORT","https://pixelnestvr.com","[""Réalité Virtuelle"", ""Jeux Vidéo""]","Réalité Virtuelle","78","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://pixelnestvr.com","company","[]","0.78","Technologies & IA","[]","[""Jeux Vidéo & Divertissement Numérique""]","pixelnestvr.com","PixelNest VR","pixelnest vr","4979475532834573899cff5b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indépendant créant des jeux mobiles narratifs et innovants.","Laval","[]","CA","QC","[]","IMPORT","https://lumicraftgames.com","[""Jeux Vidéo"", ""Indie Games""]","Jeux Vidéo","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://lumicraftgames.com","company","[]","0.8","Technologies & IA","[""indie"", ""mobile games""]","[""Jeux Vidéo & Divertissement Numérique""]","lumicraftgames.com","LumiCraft Indie Games","lumicraft indie games","732cac1b3d56484e96ae4e73","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio spécialisé en réalité virtuelle et augmentée pour expériences de jeu immersives.","Montréal","[]","CA","QC","[]","IMPORT","https://vortexxr.ca","[""Réalité Virtuelle"", ""Gaming""]","Réalité Virtuelle","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://vortexxr.ca","company","[]","0.85","Technologies & IA","[""VR"", ""AR"", ""gaming studio""]","[""Jeux Vidéo & Divertissement Numérique""]","vortexxr.ca","VortexXR","vortexxr","a9d5df63ccf0477b88141a70","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise offrant des services de VFX et animation 3D pour jeux vidéo et cinéma.","Longueuil","[]","CA","QC","[]","IMPORT","https://nebulavfx.com","[""VFX"", ""Animation 3D""]","Animation 3D","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://nebulavfx.com","company","[]","0.8","Technologies & IA","[""VFX"", ""animation 3D"", ""cinema""]","[""Jeux Vidéo & Divertissement Numérique""]","nebulavfx.com","Nebula VFX","nebula vfx","6b205e584c78423f9e444cdf","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme de streaming dédiée aux jeux vidéo avec intégration sociale.","Montréal","[]","CA","QC","[]","IMPORT","https://streamplayqc.ca","[""Streaming"", ""Gaming""]","Streaming de jeux","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://streamplayqc.ca","company","[]","0.75","Technologies & IA","[""streaming"", ""gaming platform""]","[""Jeux Vidéo & Divertissement Numérique""]","streamplayqc.ca","StreamPlay Québec","streamplay quebec","6890fc478b964354a57e37b8","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Organisation d'esports et gestion d'équipes compétitives locales et internationales.","Brossard","[]","CA","QC","[]","IMPORT","https://arcaderoots.com","[""Esports""]","Esports","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://arcaderoots.com","company","[]","0.85","Technologies & IA","[""esports"", ""gaming events""]","[""Jeux Vidéo & Divertissement Numérique""]","arcaderoots.com","ArcadeRoots Esports","arcaderoots esports","eab61da712d8438393654291","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de middleware et technologies d'optimisation pour développeurs de jeux.","Montréal","[]","CA","QC","[]","IMPORT","https://quantumcore.ca","[""Middleware"", ""Game Development""]","Middleware pour jeux","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://quantumcore.ca","company","[]","0.8","Technologies & IA","[""middleware"", ""game engines""]","[""Jeux Vidéo & Divertissement Numérique""]","quantumcore.ca","QuantumCore Middleware","quantumcore middleware","0d365f837c9d421988743e9b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indépendant axé sur des jeux vidéo narratifs et artistiques.","Montréal","[]","CA","QC","[]","IMPORT","https://pixelnomad.io","[""Indie Games"", ""Narrative Games""]","Jeux Vidéo indépendants","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://pixelnomad.io","company","[]","0.75","Technologies & IA","[""indie"", ""storytelling""]","[""Jeux Vidéo & Divertissement Numérique""]","pixelnomad.io","PixelNomad","pixelnomad","17c390ce486a4251baafb546","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de jeux en réalité augmentée pour mobiles et plateformes interactives.","Montréal","[]","CA","QC","[]","IMPORT","https://arcadeinnovations.com","[""AR"", ""Gaming""]","Réalité Augmentée","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://arcadeinnovations.com","company","[]","0.8","Technologies & IA","[""réalité augmentée"", ""gaming""]","[""Jeux Vidéo & Divertissement Numérique""]","arcadeinnovations.com","ARcade Innovations","arcade innovations","1c628897c2ef4582860ce80b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise spécialisée dans la localisation multilingue de jeux vidéo.","Québec","[]","CA","QC","[]","IMPORT","https://bluenovalocal.com","[""Localization"", ""Gaming""]","Localisation de jeux","70","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://bluenovalocal.com","company","[]","0.7","Technologies & IA","[""localisation"", ""traduction"", ""jeux""]","[""Jeux Vidéo & Divertissement Numérique""]","bluenovalocal.com","BlueNova Localization","bluenova localization","cd6644c7b76441e29070803f","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme de publication et distribution de jeux mobiles indépendants.","Montréal","[]","CA","QC","[]","IMPORT","https://nebulagameshub.ca","[""Jeux Mobiles"", ""Plateforme""]","Plateforme de jeux mobiles","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://nebulagameshub.ca","company","[]","0.75","Technologies & IA","[""mobile games"", ""platform""]","[""Jeux Vidéo & Divertissement Numérique""]","nebulagameshub.ca","Nebula Games Hub","nebula games hub","6f5126516c6f4b2c91cbebfa","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio AAA spécialisé dans les jeux multijoueurs en ligne et action immersive.","Montréal","[]","CA","QC","[]","IMPORT","https://titanbitstudios.com","[""Jeux Vidéo"", ""Développement AAA""]","Développement Jeu Vidéo","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://titanbitstudios.com","company","[]","0.85","Technologies & IA","[""AAA"", ""action"", ""multijoueur""]","[""Jeux Vidéo & Divertissement Numérique""]","titanbitstudios.com","TitanBit Studios","titanbit studios","651b8347f2c440dfb375a6cf","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Recherche et développement en réalités virtuelle et augmentée appliquées au jeu.","Montréal","[]","CA","QC","[]","IMPORT","https://fluxrealitylabs.com","[""Réalité Virtuelle"", ""Réalité Augmentée""]","Réalité Mixte","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://fluxrealitylabs.com","company","[]","0.8","Technologies & IA","[""XR"", ""réalité mixte"", ""gaming""]","[""Jeux Vidéo & Divertissement Numérique""]","fluxrealitylabs.com","Flux Reality Labs","flux reality labs","c364225c55844f7397ab2348","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de solutions middleware pour accélérer la production de jeux vidéo.","Montréal","[]","CA","QC","[]","IMPORT","https://hyperpixelmw.ca","[""Middleware"", ""Game Tech""]","Middleware","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://hyperpixelmw.ca","company","[]","0.8","Technologies & IA","[""middleware"", ""game engines""]","[""Jeux Vidéo & Divertissement Numérique""]","hyperpixelmw.ca","HyperPixel Middleware","hyperpixel middleware","bc10b13e738348be8bb29510","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Incubateur et accélérateur dédié aux startups dans le secteur des jeux vidéo.","Montréal","[]","CA","QC","[]","IMPORT","https://startupgamelab.ca","[""Incubateur"", ""Startups"", ""Jeux Vidéo""]","Incubateur jeux vidéo","70","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://startupgamelab.ca","organization","[]","0.7","Technologies & IA","[""incubateur"", ""startup"", ""jeux vidéo""]","[""Jeux Vidéo & Divertissement Numérique""]","startupgamelab.ca","Startup Game Lab","startup game lab","93152bfb2e524e418c538538","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de jeux de réalité virtuelle immersifs ciblant l’éducation et le divertissement.","Laval","[]","CA","QC","[]","IMPORT","https://neuroplayinteractive.com","[""Réalité Virtuelle"", ""Jeux Vidéo""]","Jeux Vidéo","82","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://neuroplayinteractive.com","company","[]","0.85","Technologies & IA","[""VR"", ""gaming"", ""simulation""]","[""Jeux Vidéo & Divertissement Numérique"", ""Réalité Virtuelle""]","neuroplayinteractive.com","NeuroPlay Interactive","neuroplay interactive","832c1298eaf74a4da1e60e08","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de services de VFX et animation 3D pour le secteur du jeu vidéo et du cinéma.","Montréal","[]","CA","QC","[]","IMPORT","https://orbitrender.com","[""VFX"", ""Animation 3D""]","VFX & Animation","88","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://orbitrender.com","company","[]","0.9","Technologies & IA","[""VFX"", ""animation"", ""3D"", ""cinéma""]","[""Jeux Vidéo & Divertissement Numérique"", ""VFX"", ""Animation 3D""]","orbitrender.com","OrbitRender Technologies","orbitrender technologies","557b7f0adb994ea7bcdcee4a","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme locale de streaming de jeux vidéo avec intégration communautaire et chat en direct.","Longueuil","[]","CA","QC","[]","IMPORT","https://streamhaven.ca","[""Streaming"", ""Jeux Vidéo""]","Streaming","75","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://streamhaven.ca","company","[]","0.77","Technologies & IA","[""streaming"", ""jeux vidéo"", ""plateforme""]","[""Jeux Vidéo & Divertissement Numérique"", ""Plateformes de streaming de jeux""]","streamhaven.ca","StreamHaven Gaming","streamhaven gaming","eebf0b4601d04c4790aa7424","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio AAA spécialisé dans les jeux d’action avec une forte présence sur consoles next-gen.","Montréal","[]","CA","QC","[]","IMPORT","https://quantumbytegames.com","[""Jeux Vidéo AAA""]","Jeux AAA","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://quantumbytegames.com","company","[]","0.8","Technologies & IA","[""studio AAA"", ""game development""]","[""Jeux Vidéo & Divertissement Numérique"", ""Studios AAA""]","quantumbytegames.com","QuantumByte Studios","quantumbyte studios","41e6b2fa830c4fcd8814191a","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Fournisseur de solutions middleware performantes pour les développeurs de jeux vidéo multiplateformes.","Brossard","[]","CA","QC","[]","IMPORT","https://midwaymiddleware.tech","[""Middleware""]","Middleware","78","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://midwaymiddleware.tech","company","[]","0.78","Technologies & IA","[""middleware"", ""jeu vidéo"", ""technologie""]","[""Jeux Vidéo & Divertissement Numérique"", ""Middleware""]","midwaymiddleware.tech","Midway Middleware","midway middleware","c9104c5ee4924592b35dc7f3","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Organisation majeure d’esports qui organise des compétitions régionales et nationales au Québec.","Montréal","[]","CA","QC","[]","IMPORT","https://esportsnexusqc.com","[""Esports""]","Esports","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://esportsnexusqc.com","company","[]","0.83","Technologies & IA","[""esports"", ""gaming"", ""tournoi""]","[""Jeux Vidéo & Divertissement Numérique"", ""Esports""]","esportsnexusqc.com","Esports Nexus Québec","esports nexus quebec","f8185e0e4d774c9cbeb459fe","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio spécialisé en réalité augmentée pour expériences de jeux innovantes sur mobiles et lunettes AR.","Montréal","[]","CA","QC","[]","IMPORT","https://lumierear.com","[""Réalité Augmentée"", ""Jeux Vidéo""]","Réalité Augmentée","79","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://lumierear.com","company","[]","0.8","Technologies & IA","[""augmented reality"", ""AR"", ""gaming""]","[""Jeux Vidéo & Divertissement Numérique"", ""Réalité Augmentée""]","lumierear.com","Lumière AR Studios","lumiere ar studios","f7f6e4c2beaf4d19b0dcd5c8","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Éditeur indépendant spécialisé dans les jeux mobiles casual avec une forte audience internationale.","Montréal","[]","CA","QC","[]","IMPORT","https://codecrushgames.ca","[""Jeux Mobiles""]","Jeux Mobiles","78","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://codecrushgames.ca","company","[]","0.8","Technologies & IA","[""mobile games"", ""gaming""]","[""Jeux Vidéo & Divertissement Numérique"", ""Éditeurs de jeux mobiles""]","codecrushgames.ca","CodeCrush Games","codecrush games","86c909aadc524c959b9cd021","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise de réalité virtuelle basée à Québec, focalisée sur les contenus immersifs pour le gaming.","Québec","[]","CA","QC","[]","IMPORT","https://echorealitylab.com","[""Réalité Virtuelle""]","Réalité Virtuelle","80","KB_QC_ENRICHMENT_2026","QC_OTHER","[]","[]","QC_OTHER","","https://echorealitylab.com","company","[]","0.82","Technologies & IA","[""VR"", ""interactive"", ""simulation""]","[""Jeux Vidéo & Divertissement Numérique"", ""Réalité Virtuelle""]","echorealitylab.com","Echo Reality Lab","echo reality lab","c93bd183e8194e0695a1e23b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indie renommé pour ses jeux en pixel art et son innovation dans la narration visuelle.","Montréal","[]","CA","QC","[]","IMPORT","https://novapixelent.com","[""Jeux Vidéo Indie""]","Jeux Vidéo","76","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://novapixelent.com","company","[]","0.77","Technologies & IA","[""indie studio"", ""pixel art"", ""gaming""]","[""Jeux Vidéo & Divertissement Numérique"", ""Studios indies""]","novapixelent.com","NovaPixel Entertainment","novapixel entertainment","be98778109df4236b197c26f","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Startup VR qui développe des univers virtuels immersifs pour gamers et événements virtuels.","Laval","[]","CA","QC","[]","IMPORT","https://playversevr.ca","[""Réalité Virtuelle""]","Réalité Virtuelle","83","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://playversevr.ca","company","[]","0.84","Technologies & IA","[""VR"", ""gaming"", ""simulation""]","[""Jeux Vidéo & Divertissement Numérique"", ""Réalité Virtuelle""]","playversevr.ca","PlayVerse VR","playverse vr","033f4f57428a4af2a7f8eede","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Société experte en localisation multilingue de jeux vidéo pour les marchés nord-américains et européens.","Montréal","[]","CA","QC","[]","IMPORT","https://vortexlocalization.com","[""Localisation de jeux""]","Localisation","78","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://vortexlocalization.com","company","[]","0.79","Technologies & IA","[""localisation"", ""traduction"", ""jeu vidéo""]","[""Jeux Vidéo & Divertissement Numérique"", ""Localisation de jeux""]","vortexlocalization.com","Vortex Localization","vortex localization","6f125a40a07f44558b146cb9","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Grand studio AAA qui développe des jeux d’aventure et d’action à gros budget destinés aux consoles et PC.","Montréal","[]","CA","QC","[]","IMPORT","https://shadowcraftstudios.ca","[""Jeux Vidéo AAA""]","Jeux AAA","83","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://shadowcraftstudios.ca","company","[]","0.82","Technologies & IA","[""studio AAA"", ""action"", ""aventure""]","[""Jeux Vidéo & Divertissement Numérique"", ""Studios AAA""]","shadowcraftstudios.ca","ShadowCraft Studios","shadowcraft studios","b48ab7c4b9e94e94b31941a4","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indépendant créant des jeux multijoueurs innovants destinés aux plateformes PC et Mac.","Montréal","[]","CA","QC","[]","IMPORT","https://glitchwaveentertainment.com","[""Jeux Vidéo Indie""]","Jeux Vidéo","77","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://glitchwaveentertainment.com","company","[]","0.76","Technologies & IA","[""indie"", ""multijoueur"", ""PC""]","[""Jeux Vidéo & Divertissement Numérique"", ""Studios indépendants""]","glitchwaveentertainment.com","GlitchWave Entertainment","glitchwave entertainment","df2a4d6f32974d2292cf67c1","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise développant un moteur de jeu performant dédié aux jeux 3D et réalité augmentée.","Montréal","[]","CA","QC","[]","IMPORT","https://vertexplay.com","[""Moteurs de jeux""]","Moteurs de Jeux","86","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://vertexplay.com","company","[]","0.85","Technologies & IA","[""game engine"", ""dev tools"", ""game development""]","[""Jeux Vidéo & Divertissement Numérique"", ""Développement de moteurs de jeux""]","vertexplay.com","VertexPlay","vertexplay","7d9a2788e0ca4ed7b449cfa9","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Organisation professionnelle d'esports fournissant coaching, gestion d’équipes et événements au Québec.","Brossard","[]","CA","QC","[]","IMPORT","https://novacoreesports.ca","[""Esports""]","Esports","79","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://novacoreesports.ca","company","[]","0.8","Technologies & IA","[""esports"", ""gaming"", ""compétition""]","[""Jeux Vidéo & Divertissement Numérique"", ""Esports""]","novacoreesports.ca","NovaCore Esports","novacore esports","5c866838307a401d81cfc071","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Développeur de moteurs de jeux vidéo dédiés à la réalité virtuelle pour studios AAA.","Laval","[]","CA","QC","[]","IMPORT","https://quantumrealm.io","[""Jeux Vidéo"", ""Réalité Virtuelle""]","Jeux Vidéo","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://quantumrealm.io","company","[]","0.85","Technologies & IA","[""VR"", ""AAA"", ""gaming engine""]","[""Jeux Vidéo & Divertissement Numérique""]","quantumrealm.io","Quantum Realm Interactive","quantum realm interactive","670693f7255649ebb5fd36e4","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Entreprise experte en effets visuels et animation 3D pour jeux vidéo et films.","Montréal","[]","CA","QC","[]","IMPORT","https://nebulafx.com","[""Animation 3D"", ""VFX""]","Animation 3D","90","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://nebulafx.com","company","[]","0.9","Technologies & IA","[""VFX"", ""animation 3D"", ""cinéma""]","[""Jeux Vidéo & Divertissement Numérique""]","nebulafx.com","Nebula FX","nebula fx","2e2b332979944622be3a7309","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Plateforme et organisateur majeur d’événements esports et streaming au Grand Montréal.","Longueuil","[]","CA","QC","[]","IMPORT","https://arcadiagn.com","[""Esports"", ""Streaming""]","Esports","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://arcadiagn.com","company","[]","0.8","Technologies & IA","[""esports"", ""gaming events"", ""streaming""]","[""Jeux Vidéo & Divertissement Numérique""]","arcadiagn.com","Arcadia Gaming Network","arcadia gaming network","6b38bb218a8d4b2aa462bb8f","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Studio indépendant axé sur les jeux PC novateurs avec une forte narration immersive.","Montréal","[]","CA","QC","[]","IMPORT","https://ludocraftstudio.ca","[""Jeux Vidéo"", ""Indie Games""]","Jeux Vidéo","80","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://ludocraftstudio.ca","company","[]","0.8","Technologies & IA","[""indie"", ""PC games"", ""Montréal""]","[""Jeux Vidéo & Divertissement Numérique""]","ludocraftstudio.ca","LudoCraft Studios","ludocraft studios","85dab68ba66d45278c76594b","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
"Créateur de solutions de réalité virtuelle et augmentée pour le secteur du gaming.","Montréal","[]","CA","QC","[]","IMPORT","https://vrimentlabs.com","[""Réalité Virtuelle"", ""Gaming""]","Réalité Virtuelle","85","KB_QC_ENRICHMENT_2026","MTL","[]","[]","MTL_CMM","","https://vrimentlabs.com","company","[]","0.85","Technologies & IA","[""VR"", ""startup"", ""AR""]","[""Jeux Vidéo & Divertissement Numérique""]","vrimentlabs.com","VRiment Reality Labs","vriment reality labs","f30845deb136439eb261b561","2026-03-02T01:19:30.000000","2026-03-02T01:19:30.000000","kb_enrichment_2026","kb_enrichment_2026@manus.ai","false"
